Year,PlayerName,Price
2018,Akshdeep Nath,"1,00,00,000"
2018,Manoj Tiwary,"1,00,00,000"
2018,Mayank Agarwal,"1,00,00,000"
2018,Manzoor Dar,"20,00,000"
2018,Pardeep Sahu,"20,00,000"
2018,Mayank Dagar,"20,00,000"
2018,Chris Lynn,"9,60,00,000"
2018,Mitchell Starc,"9,40,00,000"
2018,Dinesh Karthik,"7,40,00,000"
2018,Robin Uthappa,"6,40,00,000"
2018,Kuldeep Singh Yadav,"5,80,00,000"
2018,Piyush Chawla,"4,20,00,000"
2018,Nitish Rana,"3,40,00,000"
2018,Kamlesh Nagarkoti,"3,20,00,000"
2018,Shivam Mavi,"3,00,00,000"
2018,Mitchell Johnson,"2,00,00,000"
2018,Shubman Gill,"1,80,00,000"
2018,Ranganath Vinay Kumar,"1,00,00,000"
2018,Rinku Singh,"80,00,000"
2018,Cameron Delport,"30,00,000"
2018,Javon Searless,"30,00,000"
2018,Apoorv Vijay Wankhade,"20,00,000"
2018,Ishank Jaggi,"20,00,000"
2018,Krunal Pandya,"8,80,00,000"
2018,Ishan Kishan,"6,20,00,000"
2018,Kieron Pollard,"5,40,00,000"
2018,Pat Cummins,"5,40,00,000"
2018,Evin Lewis,"3,80,00,000"
2018,Suryakumar Yadav,"3,20,00,000"
2018,Ben Cutting,"2,20,00,000"
2018,Mustafizur Rahman,"2,20,00,000"
2018,Rahul Chahar,"1,90,00,000"
2018,Pradeep Sangwan,"1,50,00,000"
2018,Jason Behrendorff,"1,50,00,000"
2018,Jean-Paul Duminy,"1,00,00,000"
2018,Saurabh Tiwary,"80,00,000"
2018,Tajinder Dhillon,"55,00,000"
2018,Akila Dhananjaya,"50,00,000"
2018,Nidheesh M D Dinesan,"20,00,000"
2018,Aditya Tare,"20,00,000"
2018,Siddhesh Dinesh Lad,"20,00,000"
2018,Mayank Markande,"20,00,000"
2018,Sharad Lumba,"20,00,000"
2018,Anukul Roy,"20,00,000"
2018,Mohsin Khan,"20,00,000"
2018,Benjamin Stokes,"12,50,00,000"
2018,Jaydev Unadkat,"11,50,00,000"
2018,Sanju Samson,"8,00,00,000"
2018,Jofra Archer,"7,20,00,000"
2018,Krishnappa Gowtham,"6,20,00,000"
2018,Jos Buttler,"4,40,00,000"
2018,Ajinkya Rahane,"4,00,00,000"
2018,Darcy Short,"4,00,00,000"
2018,Rahul Tripathi,"3,40,00,000"
2018,Dhawal Kulkarni,"75,00,000"
2018,Zahir Khan Pakteen,"60,00,000"
2018,Ben Laughlin,"50,00,000"
2018,Stuart Binny,"50,00,000"
2018,Dushmantha Chameera,"50,00,000"
2018,Anureet Singh,"30,00,000"
2018,Aryaman Vikram Birla,"30,00,000"
2018,Midhun S,"20,00,000"
2018,Shreyas Gopal,"20,00,000"
2018,Prashant Chopra,"20,00,000"
2018,Jatin Saxena,"20,00,000"
2018,Ankit Sharma,"20,00,000"
2018,Mahipal Lomror,"20,00,000"
2018,Chris Woakes,"7,40,00,000"
2018,Yuzvendra Singh Chahal,"6,00,00,000"
2018,Umesh Yadav,"4,20,00,000"
2018,Brendon McCullum,"3,60,00,000"
2018,M.S. Washington Sundar,"3,20,00,000"
2018,Navdeep Saini,"3,00,00,000"
2018,Quinton De Kock,"2,80,00,000"
2018,Mohammed Siraj,"2,60,00,000"
2018,Nathan Coulter-Nile,"2,20,00,000"
2018,Colin De Grandhomme,"2,20,00,000"
2018,M. Ashwin,"2,20,00,000"
2018,Parthiv Patel,"1,70,00,000"
2018,Moeen Ali,"1,70,00,000"
2018,Mandeep Singh,"1,40,00,000"
2018,Manan Vohra,"1,10,00,000"
2018,Pawan Negi,"1,00,00,000"
2018,Tim Southee,"1,00,00,000"
2018,Kulwant Khejroliya,"85,00,000"
2018,Aniket Choudhary,"30,00,000"
2018,Pavan Deshpande,"20,00,000"
2018,Anirudha Ashok Joshi,"20,00,000"
2018,Manish Pandey,"11,00,00,000"
2018,Rashid Khan Arman,"9,00,00,000"
2018,Shikhar Dhawan,"5,20,00,000"
2018,Wriddhiman Saha,"5,00,00,000"
2018,Siddarth Kaul,"3,80,00,000"
2018,Deepak Hooda,"3,60,00,000"
2018,Syed Khaleel Ahmed,"3,00,00,000"
2018,Sandeep Sharma,"3,00,00,000"
2018,Kane Williamson,"3,00,00,000"
2018,Carlos Brathwaite,"2,00,00,000"
2018,Shakib Al Hasan,"2,00,00,000"
2018,Yusuf Pathan,"1,90,00,000"
2018,Shreevats Goswami,"1,00,00,000"
2018,Mohammad Nabi,"1,00,00,000"
2018,Chris Jordan,"1,00,00,000"
2018,Basil Thampi,"95,00,000"
2018,Billy Stanlake,"50,00,000"
2018,T Natarajan,"40,00,000"
2018,Sachin Baby,"20,00,000"
2018,Bipul Sharma,"20,00,000"
2018,Syed Mehdi Hasan,"20,00,000"
2018,Ricky Bhui,"20,00,000"
2018,Tanmay Agarwal,"20,00,000"
